nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Miguel Ferreira,1,Pedro I,9.51,9.81,20,0,True
Theo Maia,1,Carlos Santos,7.52,7.45,11,0,True
Heitor Ferreira,3,Pedro I,6.74,3.66,18,6.83,False
Davi Alves,2,Pedro I,9.56,5.15,28,0,False
Maria Silva,2,Francisto Chagas,5.85,4.13,28,5.53,False
Alice Rodrigues,2,Gabriel Gomes,3.62,6.77,24,5.41,True
Gael Rodrigues,2,Pedro II,1.67,6.55,27,6.76,False
Arthur Oliveira,2,Pedro II,5.3,3.8,4,4.59,False
Gael Martins,2,Pedro I,6.32,5.77,9,0.31,False
Gael Alves,3,Pedro II,7.57,7.2,7,0,False
Valentina Martins,3,Pedro II,3.98,1.46,26,2.19,True
Arthur Pereira,2,Gabriel Gomes,1.98,7.39,10,5.53,False
Laura Ribeiro,1,Pedro I,2.38,4.83,30,7.94,False
Sophia Pereira,1,Pedro I,5.08,1.67,12,7.07,False
Laura Souza,1,Francisto Chagas,0.47,6.22,27,5.07,False
Gabriel Ferreira,2,Pedro I,2.22,9.97,28,4.79,True
Heitor Alves,1,Francisto Chagas,2.84,3.63,11,6.37,False
Gael Ferreira,2,Pedro I,6.34,3.74,9,2.03,True
Sophia Souza,2,Gabriel Gomes,3.97,0.11,7,7.39,False
Maria Ferreira,2,Antonio Prado,0.04,8.96,21,2.3,True
Theo Soares,2,Gabriel Gomes,0.72,7.73,7,2.31,True
Arthur Rodrigues,2,Antonio Prado,6.03,2.23,22,9.84,False
Theo Rodrigues,1,Gabriel Gomes,4.14,0.06,16,5.96,True
Bernardo Martins,1,Pedro II,2.37,3.74,27,9.75,True
Heitor Soares,2,Francisto Chagas,3.94,8.77,27,7.93,True
Sophia Alves,3,Pedro II,8.55,4.9,20,7.81,True
Alice Alves,1,Gabriel Gomes,9.51,1.69,16,6.06,False
Helena Pereira,1,Antonio Prado,7.51,0.79,23,4.9,False
Gabriel Oliveira,2,Gabriel Gomes,3.02,3.59,25,3.6,False
Sophia Oliveira,3,Pedro II,3.37,9.46,30,8.42,True
Gabriel Gomes,3,Pedro I,2.71,0.63,30,2.52,True
Helena Gomes,2,Carlos Santos,9.14,6.32,24,0,False
Arthur Santos,3,Gabriel Gomes,5.81,1.22,25,3.14,False
Valentina Souza,1,Pedro I,7.31,7.67,6,0,True
Maria Gomes,3,Pedro II,1.99,3.41,3,2.42,True
Alice Alves,3,Antonio Prado,0.16,7.3,23,1.06,False
Maria Gomes,2,Pedro I,8.99,6.26,15,0,True
Alice Soares,3,Gabriel Gomes,4.01,7.28,27,3.82,False
Alice Silva,3,Francisto Chagas,5.44,0.36,23,7.35,False
Alice Ferreira,3,Francisto Chagas,6.33,5.53,18,6.65,True
Samuel Martins,2,Francisto Chagas,3.84,6.33,0,2.63,False
Helena Ferreira,1,Carlos Santos,2.66,2.17,5,4.76,False
Valentina Alves,2,Francisto Chagas,9.35,5.19,1,0,False
Valentina Alves,2,Antonio Prado,4.51,3.0,13,6.01,True
Davi Pereira,1,Francisto Chagas,7.0,8.17,7,0,False
Heitor Soares,3,Antonio Prado,8.51,1.27,19,3.27,True
Bernardo Soares,1,Antonio Prado,6.82,2.66,2,3.3,True
Bernardo Alves,3,Pedro I,6.95,6.85,23,6.91,True
Gael Soares,2,Francisto Chagas,0.83,6.92,22,4.8,True
Davi Ferreira,1,Gabriel Gomes,2.41,2.87,23,2.71,True
Theo Alves,1,Antonio Prado,2.88,8.95,8,2.66,True
Heitor Santos,3,Francisto Chagas,5.77,2.72,0,6.33,True
Bernardo Rodrigues,3,Pedro I,9.68,8.68,22,0,True
Heloisa Ferreira,2,Pedro II,3.13,5.86,26,1.23,False
Valentina Silva,1,Gabriel Gomes,8.5,1.07,19,5.33,True
Arthur Maia,2,Pedro II,8.97,1.28,28,8.47,True
Valentina Alves,2,Antonio Prado,7.57,1.15,2,2.87,False
Theo Ribeiro,1,Gabriel Gomes,2.68,1.76,3,4.81,True
Bernardo Martins,3,Carlos Santos,5.36,5.93,15,7.95,True
Miguel Martins,1,Gabriel Gomes,8.47,1.7,27,3.43,True
Miguel Soares,3,Gabriel Gomes,6.3,5.63,1,4.17,False
Gabriel Martins,2,Carlos Santos,0.37,2.65,2,2.33,False
Samuel Oliveira,2,Gabriel Gomes,1.6,7.28,16,7.49,True
Miguel Alves,2,Francisto Chagas,9.74,0.77,10,1.81,True
Davi Oliveira,1,Francisto Chagas,1.56,5.69,14,8.42,True
Davi Oliveira,1,Antonio Prado,7.76,4.64,4,0.33,True
Heloisa Martins,3,Gabriel Gomes,5.09,7.91,6,8.76,False
Valentina Gomes,2,Gabriel Gomes,0.48,5.11,1,6.04,True
Davi Maia,1,Gabriel Gomes,5.37,8.83,0,0,True
Arthur Ferreira,2,Francisto Chagas,2.62,4.87,1,2.06,False
Helena Ribeiro,1,Antonio Prado,7.9,9.82,26,0,False
Maria Rodrigues,1,Carlos Santos,1.45,6.36,0,4.37,False
Valentina Maia,3,Pedro II,2.73,3.08,25,5.23,True
Sophia Maia,2,Pedro II,9.65,7.34,5,0,False
Laura Gomes,3,Carlos Santos,5.18,3.45,23,3.13,False
Samuel Oliveira,3,Gabriel Gomes,7.44,3.36,10,3.82,True
Bernardo Soares,3,Antonio Prado,0.92,0.18,1,9.44,True
Heloisa Souza,3,Pedro I,4.38,4.45,2,0.92,False
Arthur Martins,3,Carlos Santos,8.62,4.79,27,9.77,False
Helena Alves,3,Antonio Prado,4.81,0.65,19,7.17,True
Laura Alves,1,Pedro I,7.7,2.61,15,0.02,True
Miguel Maia,3,Pedro II,1.58,3.37,29,9.48,True
Laura Ferreira,2,Francisto Chagas,4.96,1.44,11,1.7,False
Samuel Pereira,3,Pedro II,3.1,7.25,5,7.78,False
Heitor Oliveira,3,Pedro II,7.36,7.07,2,0,True
Theo Rodrigues,3,Carlos Santos,6.03,6.31,27,6.24,False
Gael Alves,1,Francisto Chagas,9.64,1.47,3,0.78,True
Gael Alves,3,Carlos Santos,6.21,6.31,24,0.2,True
Samuel Gomes,3,Antonio Prado,2.19,2.71,12,9.26,False
Gael Oliveira,3,Gabriel Gomes,1.46,5.3,11,4.56,True
Samuel Oliveira,2,Antonio Prado,2.97,0.26,4,1.27,True
Davi Silva,2,Pedro II,0.04,6.4,12,5.72,True
Miguel Alves,3,Carlos Santos,8.3,4.33,9,0.83,False
Alice Alves,3,Francisto Chagas,7.19,7.94,21,0,True
Maria Ribeiro,3,Pedro II,2.31,5.2,3,5.73,True
Miguel Souza,3,Antonio Prado,4.59,7.14,8,0.7,False
Maria Silva,1,Francisto Chagas,8.25,8.8,1,0,False
Heloisa Alves,2,Pedro I,6.66,3.08,18,3.34,False
Sophia Ferreira,2,Gabriel Gomes,1.79,9.02,9,2.72,False
Gabriel Alves,3,Carlos Santos,4.16,6.29,29,7.49,False
Laura Alves,1,Pedro I,1.36,3.39,13,9.46,False
Sophia Rodrigues,2,Pedro II,5.53,5.25,15,5.63,True
Valentina Rodrigues,1,Francisto Chagas,0.95,4.84,1,8.18,True
Valentina Gomes,2,Pedro I,6.11,4.27,29,5.76,False
Sophia Silva,2,Pedro I,6.92,3.67,29,6.93,False
Gabriel Alves,3,Francisto Chagas,6.3,2.0,20,3.15,False
Samuel Silva,1,Pedro I,2.05,7.0,21,0.72,True
Samuel Alves,2,Pedro I,9.73,3.55,28,2.49,True
Heitor Ferreira,2,Antonio Prado,6.52,8.29,12,0,False
Samuel Alves,3,Gabriel Gomes,5.92,1.89,30,0.71,True
Alice Rodrigues,2,Gabriel Gomes,9.6,1.94,23,6.16,True
Miguel Martins,1,Pedro II,3.81,6.16,8,1.81,True
Laura Ferreira,1,Pedro II,8.69,8.7,10,0,True
Maria Martins,2,Francisto Chagas,3.47,2.79,1,3.51,False
Valentina Gomes,1,Gabriel Gomes,4.84,7.53,1,5.93,True
Maria Ribeiro,2,Antonio Prado,1.21,6.2,18,2.14,False
Sophia Soares,3,Antonio Prado,2.62,9.17,1,2.92,True
Maria Ferreira,3,Pedro II,2.15,6.19,8,0.33,False
Valentina Alves,2,Antonio Prado,0.71,1.37,2,1.88,False
Sophia Soares,3,Carlos Santos,7.93,4.03,16,8.05,True
Davi Ribeiro,1,Gabriel Gomes,8.86,2.12,11,3.66,True
Valentina Gomes,2,Francisto Chagas,6.22,0.56,26,8.49,False
Theo Pereira,1,Antonio Prado,8.58,1.27,9,8.45,True
Maria Silva,1,Carlos Santos,9.24,7.25,17,0,False
Maria Oliveira,1,Pedro II,3.29,6.97,0,1.56,False
Gabriel Gomes,3,Pedro II,6.05,0.54,10,1.26,True
Helena Maia,1,Antonio Prado,6.94,5.52,15,4.63,False
Helena Ribeiro,1,Antonio Prado,4.4,0.26,18,1.08,False
Miguel Gomes,2,Carlos Santos,7.78,4.13,27,2.79,False
Laura Souza,1,Antonio Prado,8.65,1.94,26,5.18,False
Bernardo Alves,1,Pedro I,4.68,7.82,2,4.77,True
Maria Silva,1,Gabriel Gomes,2.63,2.97,13,7.15,False
Maria Alves,1,Pedro I,7.74,7.83,16,0,False
Alice Gomes,2,Carlos Santos,0.36,3.03,4,4.81,False
Davi Soares,3,Antonio Prado,2.97,8.01,3,5.34,False
Samuel Alves,3,Antonio Prado,4.7,8.24,23,7.4,True
Theo Oliveira,2,Pedro I,5.05,2.55,30,0.88,True
Arthur Alves,3,Gabriel Gomes,1.78,5.02,3,6.78,False
Theo Pereira,2,Francisto Chagas,7.31,2.15,12,0.54,True
Maria Gomes,1,Pedro I,5.71,6.18,14,0.63,False
Arthur Santos,2,Gabriel Gomes,1.03,0.98,25,0.73,True
Gael Gomes,2,Pedro I,4.28,7.99,23,9.08,False
Helena Santos,2,Francisto Chagas,7.45,8.94,19,0,True
Laura Santos,1,Antonio Prado,8.11,5.62,29,0.19,False
Alice Ribeiro,1,Gabriel Gomes,3.09,3.44,7,8.0,True
Theo Ferreira,3,Gabriel Gomes,0.49,2.5,10,7.8,True
Bernardo Oliveira,3,Francisto Chagas,8.4,1.27,9,9.82,True
Heitor Ribeiro,3,Antonio Prado,0.88,2.53,23,8.74,True
Arthur Maia,2,Pedro II,3.94,9.48,4,9.17,True
Theo Maia,1,Francisto Chagas,2.82,4.71,12,9.85,False
Gael Souza,2,Pedro I,5.23,7.85,22,0.46,True
Helena Oliveira,2,Carlos Santos,6.76,6.0,25,9.6,True
Maria Rodrigues,1,Carlos Santos,7.92,8.49,17,0,False
Miguel Ribeiro,1,Carlos Santos,4.42,4.48,23,9.56,True
Heitor Gomes,2,Francisto Chagas,4.7,1.81,20,5.61,True
Davi Alves,3,Carlos Santos,7.28,9.12,8,0,False
Bernardo Pereira,1,Pedro I,4.72,4.67,21,5.88,True
Gael Martins,2,Carlos Santos,3.37,5.74,11,8.43,False
Bernardo Alves,2,Gabriel Gomes,0.25,4.87,29,9.27,False
Miguel Rodrigues,2,Gabriel Gomes,5.51,3.68,1,6.31,False
Theo Gomes,1,Carlos Santos,7.16,8.04,18,0,True
Sophia Santos,1,Antonio Prado,5.49,7.51,27,8.08,False
Gael Ferreira,3,Pedro II,0.86,9.47,23,7.1,False
Alice Ribeiro,2,Carlos Santos,7.99,6.69,13,0,False
Sophia Martins,2,Pedro II,7.59,6.11,28,9.29,False
Helena Martins,3,Francisto Chagas,2.96,9.89,1,8.7,False
Theo Maia,2,Carlos Santos,0.27,9.92,23,1.22,True
Miguel Souza,2,Pedro II,3.85,0.16,6,9.09,True
Sophia Pereira,3,Gabriel Gomes,7.54,1.37,0,1.65,False
Helena Soares,2,Francisto Chagas,4.05,4.01,18,9.38,True
Laura Alves,3,Gabriel Gomes,9.94,0.14,21,4.93,True
Theo Ferreira,2,Carlos Santos,7.63,9.81,23,0,False
Arthur Souza,2,Antonio Prado,9.77,3.09,18,0.84,False
Gabriel Ferreira,3,Pedro I,7.48,7.37,6,0,False
Theo Alves,2,Carlos Santos,3.73,2.49,20,6.18,False
Valentina Ribeiro,2,Gabriel Gomes,2.34,5.27,6,6.17,True
Theo Oliveira,1,Carlos Santos,3.05,3.31,19,9.58,True
Gael Alves,1,Pedro II,4.65,4.77,14,4.27,False
Samuel Alves,1,Pedro II,1.99,9.02,27,1.11,True
Valentina Pereira,1,Antonio Prado,9.83,4.08,27,3.7,False
Alice Alves,1,Pedro II,2.99,2.69,12,3.5,False
Bernardo Silva,2,Francisto Chagas,9.26,8.64,15,0,True
Laura Alves,2,Antonio Prado,3.21,2.97,27,5.29,True
Laura Santos,2,Francisto Chagas,2.88,9.11,7,9.6,True
Maria Silva,3,Antonio Prado,5.22,1.56,26,6.51,False
Bernardo Maia,2,Antonio Prado,4.33,4.95,24,2.71,False
Theo Santos,2,Pedro II,7.7,3.02,9,8.6,True
Sophia Ferreira,1,Pedro II,6.22,2.82,27,6.69,False
Sophia Ferreira,1,Carlos Santos,2.91,4.48,20,2.82,False
Arthur Martins,1,Pedro II,3.72,0.26,4,6.7,True
Sophia Oliveira,3,Carlos Santos,6.93,3.03,1,1.89,False
Heitor Silva,2,Carlos Santos,3.79,6.81,13,8.1,True
Laura Santos,1,Gabriel Gomes,4.45,2.55,11,2.76,True
Gabriel Oliveira,2,Gabriel Gomes,1.76,8.55,18,5.89,False
Miguel Gomes,2,Carlos Santos,4.96,1.66,18,8.65,True
Gabriel Santos,2,Pedro II,3.69,9.74,20,4.46,True
Davi Pereira,2,Pedro II,3.96,5.01,23,1.57,False
Laura Maia,1,Francisto Chagas,1.75,1.87,28,4.15,True
Helena Souza,3,Antonio Prado,9.4,1.37,8,7.37,True
Bernardo Gomes,2,Gabriel Gomes,5.05,0.37,25,4.4,True
Heloisa Santos,2,Carlos Santos,0.74,2.84,28,5.26,False
Laura Silva,1,Pedro I,6.64,7.96,24,0,True
Arthur Oliveira,2,Antonio Prado,6.5,6.69,11,8.02,False
Miguel Rodrigues,1,Pedro I,5.57,1.12,9,5.91,False
Gabriel Souza,2,Antonio Prado,8.81,1.84,14,9.42,False
Bernardo Silva,2,Carlos Santos,1.45,5.89,17,6.1,True
Heloisa Ribeiro,3,Francisto Chagas,8.35,2.1,13,4.69,True
Gael Pereira,1,Gabriel Gomes,3.45,7.27,30,6.2,False
Maria Gomes,2,Gabriel Gomes,8.55,0.69,22,3.62,True
Heitor Souza,1,Gabriel Gomes,9.07,8.66,16,0,False
Theo Gomes,3,Antonio Prado,4.2,1.05,19,2.67,False
Heloisa Martins,1,Pedro II,1.12,5.69,17,9.15,True
Heloisa Ferreira,1,Pedro I,0.5,4.19,5,2.16,True
Helena Souza,2,Gabriel Gomes,2.32,2.55,11,9.33,True
Miguel Ribeiro,3,Pedro I,4.24,5.64,11,4.35,True
Davi Alves,1,Francisto Chagas,7.13,9.31,7,0,True
Sophia Ferreira,3,Gabriel Gomes,6.8,0.97,23,1.04,True
Bernardo Ferreira,1,Antonio Prado,6.04,8.14,22,0,True
Valentina Maia,2,Pedro I,3.11,8.6,4,2.78,False
Laura Santos,1,Antonio Prado,4.29,1.74,15,7.99,True
Sophia Alves,3,Francisto Chagas,9.34,8.01,26,0,False
Maria Soares,1,Gabriel Gomes,0.64,6.69,13,1.28,True
Laura Silva,3,Antonio Prado,9.1,1.05,7,6.43,True
Davi Pereira,2,Gabriel Gomes,0.19,2.17,30,5.05,True
Alice Soares,3,Carlos Santos,2.16,1.12,0,7.43,False
Valentina Alves,3,Francisto Chagas,2.03,8.21,8,2.12,True
Laura Soares,3,Carlos Santos,4.1,4.44,12,9.94,True
Gabriel Rodrigues,2,Pedro I,6.93,2.99,22,3.57,False
Miguel Soares,1,Gabriel Gomes,0.78,3.14,20,9.78,True
Bernardo Alves,3,Gabriel Gomes,1.06,1.36,29,8.92,True
Laura Pereira,1,Carlos Santos,1.66,2.13,22,2.69,False
Alice Pereira,3,Pedro II,0.99,9.13,4,7.75,True
Alice Oliveira,1,Gabriel Gomes,3.49,1.64,6,1.08,True
Davi Ribeiro,1,Pedro II,7.17,1.71,21,8.62,False
Samuel Silva,1,Pedro I,0.66,8.7,20,9.43,True
Gabriel Alves,1,Pedro I,7.17,3.3,2,3.57,True
Gael Soares,2,Antonio Prado,7.68,3.49,14,5.08,True
Theo Gomes,3,Pedro II,5.65,8.53,9,0,False
Davi Ferreira,1,Pedro I,5.04,3.65,20,5.68,True
Theo Gomes,2,Gabriel Gomes,6.42,8.13,28,0,True
Valentina Alves,2,Gabriel Gomes,4.3,7.95,5,8.61,True
Bernardo Pereira,3,Pedro II,5.65,3.74,22,4.58,True
Heloisa Martins,2,Pedro II,3.63,5.9,21,4.4,False
Gabriel Soares,1,Gabriel Gomes,6.85,6.79,13,2.4,True
Sophia Rodrigues,2,Gabriel Gomes,3.47,8.45,6,6.13,True
Theo Soares,2,Pedro I,6.05,2.15,25,3.58,True
Davi Martins,2,Pedro II,1.47,9.31,24,8.52,False
Heitor Soares,3,Pedro II,0.77,9.24,26,1.65,False
Theo Soares,1,Carlos Santos,5.54,6.41,21,4.56,True
Helena Ribeiro,2,Antonio Prado,1.86,2.38,13,0.27,True
Arthur Santos,3,Francisto Chagas,0.68,0.79,3,4.37,False
Helena Gomes,3,Pedro II,4.2,1.35,18,2.23,True
Davi Silva,3,Carlos Santos,0.43,6.4,15,8.11,False
Gael Pereira,1,Pedro I,6.08,9.09,26,0,True
Laura Souza,1,Carlos Santos,1.76,4.87,5,5.3,False
Sophia Rodrigues,2,Francisto Chagas,0.46,3.4,28,4.64,False
Maria Martins,1,Pedro II,8.09,3.89,0,1.63,False
Valentina Pereira,1,Pedro II,3.36,6.31,21,7.73,True
Heloisa Silva,2,Carlos Santos,3.48,0.96,17,1.41,False
Heitor Gomes,3,Pedro I,2.39,8.39,7,9.06,True
Heloisa Alves,2,Carlos Santos,3.68,1.55,9,9.23,True
Samuel Ribeiro,1,Gabriel Gomes,3.32,7.27,28,0.19,True
Gael Souza,1,Antonio Prado,4.76,3.19,2,0.32,True
Laura Gomes,3,Carlos Santos,1.59,6.39,3,1.09,False
Maria Silva,2,Pedro II,9.89,3.43,10,0.59,True
Theo Silva,2,Francisto Chagas,5.88,9.84,16,0,True
Helena Santos,1,Gabriel Gomes,9.89,1.38,7,9.5,False
Maria Pereira,1,Francisto Chagas,0.85,4.77,5,9.17,True
Bernardo Oliveira,3,Francisto Chagas,6.22,1.44,11,9.86,True
Heitor Silva,3,Gabriel Gomes,0.57,6.14,28,8.24,False
Bernardo Martins,3,Gabriel Gomes,9.04,8.8,4,0,True
Alice Maia,3,Gabriel Gomes,0.3,0.5,27,0.0,False
Alice Rodrigues,3,Francisto Chagas,7.16,3.54,25,1.46,True
Gael Alves,2,Francisto Chagas,7.34,1.04,28,6.14,True
Arthur Gomes,1,Pedro I,7.67,4.02,19,2.62,False
Bernardo Ferreira,2,Carlos Santos,9.35,8.56,25,0,False
Maria Santos,3,Gabriel Gomes,5.84,0.27,5,8.89,True
Arthur Alves,3,Carlos Santos,2.31,5.87,22,0.54,True
Valentina Gomes,2,Pedro II,8.48,8.98,6,0,True
Heitor Pereira,3,Pedro II,7.4,7.91,11,0,True
Laura Rodrigues,2,Pedro II,7.71,1.98,27,7.55,True
Valentina Silva,1,Francisto Chagas,9.3,0.29,5,3.05,False
Gabriel Pereira,3,Pedro II,1.29,1.31,12,8.7,False
Samuel Martins,2,Francisto Chagas,3.92,1.08,14,4.31,False
Laura Ferreira,1,Pedro II,0.72,7.59,19,5.53,True
Laura Soares,3,Antonio Prado,0.11,9.65,4,6.69,False
Valentina Rodrigues,3,Pedro II,6.79,0.73,25,6.71,True
Valentina Silva,2,Francisto Chagas,6.38,1.65,22,5.67,True
Valentina Souza,3,Carlos Santos,9.04,0.4,27,8.01,True
Alice Soares,3,Gabriel Gomes,7.17,7.93,6,0,False
Valentina Alves,1,Pedro I,4.75,4.76,19,8.13,True
Gabriel Silva,3,Pedro II,8.68,6.79,30,0,True
Bernardo Alves,2,Gabriel Gomes,4.14,6.99,12,2.49,False
Gael Pereira,3,Antonio Prado,0.71,6.69,26,5.85,False
Samuel Alves,2,Gabriel Gomes,5.58,4.45,7,7.0,False
Sophia Maia,2,Pedro I,1.03,2.04,18,6.22,True
Heloisa Maia,3,Pedro II,5.97,1.24,11,7.43,True
Gabriel Alves,3,Francisto Chagas,5.79,6.0,3,0.82,True
Valentina Rodrigues,2,Gabriel Gomes,7.78,4.06,20,1.02,True
Alice Gomes,1,Pedro I,0.9,4.65,9,7.01,True
Samuel Martins,3,Francisto Chagas,4.99,0.86,0,1.94,True
Theo Gomes,1,Carlos Santos,4.08,8.63,28,0.65,True
Maria Martins,1,Francisto Chagas,8.87,3.95,14,5.44,True
Heitor Pereira,2,Carlos Santos,4.73,4.34,15,7.19,True
Arthur Rodrigues,2,Antonio Prado,6.74,3.5,30,8.26,False
Theo Oliveira,3,Antonio Prado,9.15,9.91,4,0,True
Maria Souza,1,Francisto Chagas,7.93,1.69,26,5.38,False
Bernardo Rodrigues,1,Antonio Prado,8.82,8.47,11,0,True
Heloisa Santos,2,Francisto Chagas,2.32,8.03,16,1.83,False
Heloisa Alves,2,Carlos Santos,5.65,5.44,7,2.62,True
Alice Silva,2,Pedro I,3.98,9.89,29,0.97,False
Arthur Ribeiro,2,Pedro II,0.94,1.4,13,0.25,False
Maria Alves,3,Carlos Santos,4.96,9.78,15,0,False
Gabriel Rodrigues,1,Carlos Santos,8.21,5.87,22,0,False
Heloisa Soares,2,Carlos Santos,9.01,4.62,7,2.51,False
Heitor Ribeiro,1,Pedro I,6.49,2.77,17,0.63,False
Helena Maia,1,Francisto Chagas,5.27,5.08,14,1.48,False
Davi Santos,2,Francisto Chagas,7.17,8.67,11,0,True
Miguel Souza,1,Gabriel Gomes,4.54,2.85,3,1.16,False
Maria Alves,1,Antonio Prado,0.73,2.08,7,6.61,False
Alice Maia,1,Pedro II,6.34,2.38,12,1.32,True
Valentina Alves,3,Pedro II,8.81,0.74,17,5.25,False
Miguel Oliveira,2,Gabriel Gomes,5.18,8.87,0,0,True
Alice Rodrigues,1,Francisto Chagas,6.25,8.53,9,0,False
Sophia Gomes,2,Pedro II,7.29,2.8,21,3.55,True
Bernardo Souza,1,Carlos Santos,9.87,6.43,27,0,True
Gabriel Maia,2,Gabriel Gomes,6.32,5.84,2,6.37,False
Sophia Alves,3,Pedro I,7.98,9.94,5,0,True
Alice Maia,2,Gabriel Gomes,8.34,1.88,16,3.46,False
Laura Soares,2,Antonio Prado,8.96,9.8,22,0,True
Gabriel Soares,3,Antonio Prado,6.5,9.73,3,0,False
Heloisa Souza,1,Gabriel Gomes,7.59,3.94,30,1.76,True
Laura Oliveira,1,Carlos Santos,7.45,4.64,26,5.99,True
Maria Soares,1,Pedro I,4.92,5.38,29,7.13,False
Valentina Maia,3,Carlos Santos,1.72,3.62,0,5.33,True
Bernardo Ribeiro,2,Francisto Chagas,8.71,2.83,8,0.97,False
Valentina Gomes,1,Carlos Santos,5.98,3.56,12,5.32,False
Bernardo Alves,2,Francisto Chagas,7.79,9.17,9,0,False
Gabriel Maia,1,Pedro II,2.04,0.88,5,2.01,True
Laura Ferreira,1,Pedro I,5.86,7.44,5,6.54,True
Gael Gomes,3,Gabriel Gomes,0.05,9.95,2,1.98,False
Arthur Oliveira,2,Carlos Santos,1.12,0.17,9,4.29,False
Gael Soares,3,Pedro II,9.7,4.02,22,0.5,False
Valentina Silva,2,Carlos Santos,8.86,0.68,17,7.77,True
Arthur Santos,3,Pedro II,1.65,0.24,20,3.36,True
Davi Alves,3,Gabriel Gomes,0.67,9.07,21,3.88,False
Sophia Maia,3,Antonio Prado,9.76,2.64,25,6.82,True
Heitor Martins,2,Gabriel Gomes,8.88,9.17,29,0,False
Maria Ferreira,3,Francisto Chagas,9.37,2.85,26,7.48,False
Alice Santos,1,Gabriel Gomes,7.56,4.52,16,8.78,True
Maria Santos,2,Gabriel Gomes,6.06,8.61,0,0,False
Sophia Ribeiro,1,Pedro I,3.3,8.05,30,5.95,False
Heitor Ferreira,2,Pedro II,0.31,7.83,21,2.9,False
Theo Soares,3,Antonio Prado,2.1,3.81,22,8.94,False
Arthur Ribeiro,3,Carlos Santos,3.79,9.8,11,8.06,False
Laura Pereira,3,Gabriel Gomes,6.74,4.12,5,2.44,True
Theo Alves,1,Antonio Prado,2.22,7.27,23,9.01,True
Arthur Souza,3,Pedro I,8.04,0.4,25,3.68,True
Heitor Maia,1,Carlos Santos,8.48,0.58,24,4.72,True
Heitor Silva,3,Pedro I,2.73,6.78,25,1.1,True
Davi Santos,1,Antonio Prado,2.35,8.66,7,1.69,True
Alice Martins,2,Gabriel Gomes,0.73,0.39,5,9.2,True
Bernardo Oliveira,2,Pedro II,8.0,0.47,12,1.79,True
Gabriel Santos,1,Francisto Chagas,4.83,7.67,26,3.46,False
Sophia Alves,1,Pedro II,2.56,3.29,26,7.75,False
Gabriel Maia,3,Gabriel Gomes,3.3,2.74,25,0.1,False
Theo Martins,3,Pedro I,5.05,8.42,7,3.04,False
Valentina Alves,2,Pedro I,4.38,1.68,2,5.94,False
Gael Rodrigues,2,Pedro II,4.92,1.34,7,2.45,True
Gael Santos,3,Pedro I,1.02,3.97,17,9.27,False
Davi Maia,1,Pedro I,0.86,7.04,16,5.52,False
Heitor Rodrigues,1,Antonio Prado,8.15,4.5,19,2.03,False
Sophia Ferreira,3,Francisto Chagas,4.87,3.82,23,8.99,True
Gael Alves,1,Pedro II,4.21,1.07,10,2.0,True
Laura Alves,3,Francisto Chagas,2.35,4.94,11,3.24,False
Laura Oliveira,1,Antonio Prado,7.89,5.7,16,4.45,False
Sophia Martins,3,Gabriel Gomes,2.71,3.77,21,8.58,False
Heloisa Gomes,3,Antonio Prado,0.25,8.59,15,0.44,False
Miguel Oliveira,3,Pedro II,1.24,9.19,10,1.47,True
Bernardo Martins,3,Carlos Santos,6.59,1.67,22,4.34,False
Gael Silva,2,Francisto Chagas,3.43,8.02,10,4.68,True
Helena Maia,3,Francisto Chagas,3.43,4.55,3,9.31,False
Alice Souza,1,Antonio Prado,8.71,6.23,12,0,False
Bernardo Gomes,2,Francisto Chagas,5.58,2.38,27,4.68,False
Samuel Martins,1,Pedro I,2.18,6.19,8,0.56,True
Arthur Martins,3,Pedro I,2.66,0.7,27,3.48,False
Gael Silva,2,Pedro II,0.84,9.27,9,5.04,False
Valentina Oliveira,2,Pedro I,9.0,7.3,27,0,False
Arthur Rodrigues,3,Pedro II,0.01,7.05,4,0.62,False
Heitor Ribeiro,2,Gabriel Gomes,2.88,0.82,9,5.21,True
Arthur Soares,3,Antonio Prado,2.16,2.54,18,7.24,False
Gael Rodrigues,2,Pedro I,9.13,5.17,30,0,True
Bernardo Rodrigues,1,Carlos Santos,2.85,6.3,9,3.44,False
Maria Gomes,3,Francisto Chagas,4.79,8.47,30,3.97,False
Gabriel Pereira,3,Carlos Santos,1.17,8.2,28,6.38,False
Heitor Rodrigues,1,Pedro I,0.64,5.58,9,0.38,True
Gabriel Ferreira,2,Carlos Santos,3.44,6.04,27,0.39,False
Miguel Alves,2,Gabriel Gomes,9.94,1.39,27,0.43,True
Miguel Maia,2,Francisto Chagas,9.27,7.43,13,0,True
Miguel Oliveira,1,Carlos Santos,9.57,0.2,9,3.73,True
Sophia Pereira,3,Antonio Prado,3.06,8.34,10,3.34,True
Sophia Santos,2,Carlos Santos,9.72,9.37,30,0,False
Heloisa Oliveira,1,Pedro I,2.84,7.73,11,8.12,True
Heitor Soares,2,Pedro I,4.67,2.63,8,1.62,False
Davi Santos,2,Carlos Santos,0.03,6.58,16,6.04,True
Valentina Alves,2,Carlos Santos,1.32,5.88,30,5.61,True
Gabriel Alves,2,Pedro II,3.68,8.53,28,1.15,True
Davi Silva,3,Carlos Santos,6.99,2.82,10,4.56,False
